Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY2007 Enplanements,CY 2006 Enplanements,% Change
1255.0,CE,IA,MXO,Monticello,Monticello Regional,GA,None,22.0,50.0,-0.56
1265.0,CE,IA,SOY,Sioux Center,Sioux Center Municipal,GA,None,21.0,55.0,-0.6182
1271.0,CE,IA,DEH,Decorah,Decorah Municipal,GA,None,20.0,4.0,4.0
1415.0,CE,IA,TNU,Newton,Newton Municipal,GA,None,13.0,25.0,-0.48
1461.0,CE,IA,OLZ,Oelwein,Oelwein Municipal,GA,None,11.0,7.0,0.5714
1512.0,CE,IA,AWG,Washington,Washington Municipal,GA,None,9.0,11.0,-0.1818
1546.0,CE,IA,BNW,Boone,Boone Municipal,GA,None,8.0,0.0,0.0
1549.0,CE,IA,CCY,Charles City,Northeast Iowa Regional,GA,None,8.0,0.0,0.0
1553.0,CE,IA,CSQ,Creston,Creston Municipal,GA,None,8.0,0.0,0.0
1591.0,CE,IA,EST,Estherville,Estherville Municipal,GA,None,7.0,42.0,-0.8333
1597.0,CE,IA,HNR,Harlan,Harlan Municipal,GA,None,7.0,1.0,6.0
1635.0,CE,IA,AXA,Algona,Algona Municipal,GA,None,6.0,0.0,0.0
1649.0,CE,IA,EBS,Webster City,Webster City Municipal,GA,None,6.0,1.0,5.0
1659.0,CE,IA,IA23,Guttenberg,GAA Private,GA,None,6.0,0.0,0.0
1672.0,CE,IA,ORC,Orange City,Orange City Municipal,GA,None,6.0,11.0,-0.4545
1701.0,CE,IA,CWI,Clinton,Clinton Municipal,GA,None,5.0,3.0,0.6667
1724.0,CE,IA,LWD,Lamoni,Lamoni Municipal,GA,None,5.0,0.0,0.0
1726.0,CE,IA,MIW,Marshalltown,Marshalltown Municipal,GA,None,5.0,2.0,1.5
1730.0,CE,IA,PEA,Pella,Pella Municipal,GA,None,5.0,30.0,-0.8333
1740.0,CE,IA,TVK,Centerville,Centerville Municipal,GA,None,5.0,16.0,-0.6875
1768.0,CE,IA,C27,Manchester,Manchester Municipal,GA,None,4.0,5.0,-0.2
1774.0,CE,IA,CNC,Chariton,Chariton Municipal,GA,None,4.0,3.0,0.3333
1800.0,CE,IA,LRJ,Le Mars,Le Mars Municipal,GA,None,4.0,0.0,0.0
1817.0,CE,IA,RRQ,Rock Rapids,Rock Rapids Municipal,GA,None,4.0,0.0,0.0
1905.0,CE,IA,3Y3,Winterset,Winterset-Madison County,GA,None,2.0,2.0,0.0
1940.0,CE,IA,FXY,Forest City,Forest City Municipal,GA,None,2.0,12.0,-0.8333
1951.0,CE,IA,IDG,Ida Grove,Ida Grove Municipal,GA,None,2.0,0.0,0.0
1953.0,CE,IA,IFA,Iowa Falls,Iowa Falls Municipal,GA,None,2.0,11.0,-0.8182
1979.0,CE,IA,POH,Pocahontas,Pocahontas Municipal,GA,None,2.0,0.0,0.0
1987.0,CE,IA,SDA,Shenandoah,Shenandoah Municipal,GA,None,2.0,0.0,0.0
2048.0,CE,IA,ICL,Clarinda,Schenck Field,GA,None,1.0,4.0,-0.75
2069.0,CE,IA,OXV,Knoxville,Knoxville Municipal,GA,None,1.0,0.0,0.0
2074.0,CE,IA,PRO,Perry,Perry Municipal,GA,None,1.0,0.0,0.0
72.0,NM,ID,BOI,Boise,Boise Air Terminal/Gowen Field,P,S,1689046.0,1656677.0,0.0195
192.0,NM,ID,IDA,Idaho Falls,Idaho Falls Regional,P,N,166503.0,152146.0,0.0944
244.0,NM,ID,LWS,Lewiston,Lewiston-Nez Perce County,P,N,69726.0,66357.0,0.0508
246.0,NM,ID,SUN,Hailey,Friedman Memorial,P,N,67469.0,70057.0,-0.0369
297.0,NM,ID,TWF,Twin Falls,Joslin Field - Magic Valley Regional,P,N,33523.0,39153.0,-0.1438
301.0,NM,ID,PIH,Arbon Valley,Pocatello Regional,P,N,29491.0,34458.0,-0.1441
576.0,NM,ID,S76,Coeur d'Alene,Brooks,GA,None,2500.0,1750.0,0.4286
676.0,NM,ID,SMN,Salmon,Lemhi County,GA,None,1222.0,1812.0,-0.3256
706.0,NM,ID,MUO,Mountain Home,Mountain Home AFB,GA,None,925.0,792.0,0.1679
839.0,NM,ID,MYL,McCall,McCall Municipal,GA,None,287.0,765.0,-0.6248
869.0,NM,ID,COE,Hayden Lake,Coeur d'Alene Air Terminal,GA,None,206.0,64.0,2.2188
890.0,NM,ID,SZT,Sandpoint,Sandpoint,GA,None,177.0,6.0,28.5
996.0,NM,ID,65S,Bonners Ferry,Boundary County,GA,None,82.0,44.0,0.8636
1033.0,NM,ID,U70,Cascade,Cascade,GA,None,67.0,3.0,21.3333
1228.0,NM,ID,S67,Nampa,Nampa Municipal,GA,None,25.0,0.0,0.0
1362.0,NM,ID,RXE,Rexburg,Rexburg-Madison County,GA,None,15.0,0.0,0.0
1363.0,NM,ID,S78,Emmett,Emmett Municipal,GA,None,15.0,4.0,2.75
1373.0,NM,ID,2U7,Stanley,Stanley,GA,None,14.0,213.0,-0.9343
1420.0,NM,ID,1U7,Paris,Bear Lake County,GA,None,12.0,11.0,0.0909
1438.0,NM,ID,U01,American Falls,American Falls,GA,None,12.0,6.0,1.0
1448.0,NM,ID,BYI,Burley,Burley Municipal,GA,None,11.0,0.0,0.0
1615.0,NM,ID,U72,Challis,Upper Loon Creek USFS,GA,None,7.0,0.0,0.0
1616.0,NM,ID,U76,Mountain Home,Mountain Home Municipal,GA,None,7.0,0.0,0.0
1687.0,NM,ID,1S6,Priest River,Priest River Municipal,GA,None,5.0,0.0,0.0
1758.0,NM,ID,AOC,Arco,Arco-Butte County,GA,None,4.0,5.0,-0.2
1828.0,NM,ID,U78,Soda Springs,Allen H Tigert,GA,None,4.0,0.0,0.0
1853.0,NM,ID,DIJ,Driggs,Driggs-Reed Memorial,GA,None,3.0,22.0,-0.8636
1890.0,NM,ID,U02,Blackfoot,McCarley Field,GA,None,3.0,0.0,0.0
1984.0,NM,ID,S80,Grangeville,Idaho County,GA,None,2.0,25.0,-0.92
2.0,GL,IL,ORD,Chicago,Chicago O'Hare International,P,L,36521585.0,36825097.0,-0.0082
28.0,GL,IL,MDW,Chicago,Chicago Midway International,P,L,9132836.0,8915292.0,0.0244
121.0,GL,IL,MLI,Moline,Quad City International,P,S,481595.0,453554.0,0.0618
159.0,GL,IL,PIA,Peoria,Greater Peoria Regional,P,N,271366.0,240469.0,0.1285
162.0,GL,IL,BMI,Bloomington/Normal,Central IL Regional Airport at Bloomington-Normal,P,N,262980.0,256708.0,0.0244
213.0,GL,IL,CMI,Savoy,University of Illinois-Willard,P,N,112440.0,117129.0,-0.04
215.0,GL,IL,RFD,Rockford,Chicago/Rockford International,P,N,110835.0,89842.0,0.2337
251.0,GL,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,62138.0,65187.0,-0.0468
302.0,GL,IL,BLV,Belleville,Scott AFB/Midamerica,P,N,29019.0,26762.0,0.0843
445.0,GL,IL,MWA,Marion,Williamson County Regional,CS,None,6441.0,12162.0,-0.4704
501.0,GL,IL,DEC,Decatur,Decatur,CS,None,4014.0,14680.0,-0.7266
503.0,GL,IL,PWK,Wheeling,Chicago Executive,GA,None,3986.0,660.0,5.0394
561.0,GL,IL,UIN,Quincy,Quincy Regional-Baldwin Field,CS,None,2707.0,8326.0,-0.6749
746.0,GL,IL,LOT,Romeo (RR name for Romeoville),Lewis University,GA,None,635.0,548.0,0.1588
752.0,GL,IL,UGN,Waukegan,Waukegan Regional,GA,None,610.0,143.0,3.2657
773.0,GL,IL,GBG,Galesburg,Galesburg Municipal,GA,None,511.0,851.0,-0.3995
781.0,GL,IL,3CK,Lake in the Hills,Lake in the Hills,GA,None,477.0,16.0,28.8125
782.0,GL,IL,DPA,DuPage (County),Dupage,GA,None,475.0,230.0,1.0652
806.0,GL,IL,3MY,Peoria,Mount Hawley Auxiliary,GA,None,384.0,50.0,6.68
807.0,GL,IL,MQB,Macomb,Macomb Municipal,GA,None,378.0,431.0,-0.123
864.0,GL,IL,IKK,Kankakee,Greater Kankakee,GA,None,212.0,14.0,14.1429
871.0,GL,IL,MTO,Mattoon,Coles County Memorial,GA,None,204.0,44.0,3.6364
947.0,GL,IL,CPS,Cahokia,St Louis Downtown,GA,None,111.0,767.0,-0.8553
953.0,GL,IL,MDH,Carbondale,Southern Illinois,GA,None,107.0,3.0,34.6667
1089.0,GL,IL,CTK,Canton,Ingersoll,GA,None,43.0,25.0,0.72
1100.0,GL,IL,OLY,Olney,Olney-Noble,GA,None,42.0,0.0,0.0
1127.0,GL,IL,DNV,Danville,Vermilion County,GA,None,38.0,4.0,8.5
1143.0,GL,IL,ALN,Alton,St Louis Regional,GA,None,35.0,46.0,-0.2391
1189.0,GL,IL,1H2,Effingham,Effingham County Memorial,GA,None,28.0,12.0,1.3333
1236.0,GL,IL,GRE,Greenville,Greenville,GA,None,24.0,0.0,0.0
1269.0,GL,IL,ARR,Aurora,Aurora Municipal,GA,None,20.0,11.0,0.8182
1341.0,GL,IL,RPJ,Rochelle,Rochelle Municipal Airport-Koritz Field,GA,None,16.0,0.0,0.0
1433.0,GL,IL,IJX,Jacksonville,Jacksonville Municipal,GA,None,12.0,0.0,0.0
1464.0,GL,IL,SQI,Sterling,Whiteside County-Jos H Bittorf Field,GA,None,11.0,2.0,4.5
1487.0,GL,IL,FWC,Fairfield,Fairfield Municipal,GA,None,10.0,8.0,0.25
1558.0,GL,IL,FEP,Freeport,Albertus,GA,None,8.0,6.0,0.3333
1561.0,GL,IL,LWV,Lawrenceville,Lawrenceville-Vincennes International,GA,None,8.0,35.0,-0.7714
1622.0,GL,IL,06C,Schaumburg,Schaumburg Regional,GA,None,6.0,8.0,-0.25
1651.0,GL,IL,EZI,Kewanee,Kewanee Municipal,GA,None,6.0,0.0,0.0
1676.0,GL,IL,PNT,Pontiac,Pontiac Municipal,GA,None,6.0,0.0,0.0
1715.0,GL,IL,HSB,Harrisburg,Harrisburg-Raleigh,GA,None,5.0,0.0,0.0
1718.0,GL,IL,IGQ,Chicago,Lansing Municipal,GA,None,5.0,1208.0,-0.9959
1794.0,GL,IL,I63,Mount Sterling,Mount Sterling Municipal,GA,None,4.0,0.0,0.0
1830.0,GL,IL,VLA,Vandalia,Vandalia Municipal,GA,None,4.0,0.0,0.0
1854.0,GL,IL,DKB,De Kalb,De Kalb Taylor Municipal,GA,None,3.0,0.0,0.0
1881.0,GL,IL,RSV,Robinson,Robinson Municipal,GA,None,3.0,13.0,-0.7692
1899.0,GL,IL,1C5,Bolingbrook,Bolingbrook's Clow International,GA,None,2.0,0.0,0.0
1914.0,GL,IL,8N2,Ottawa,Skydive Chicago,GA,None,2.0,2.0,0.0
1980.0,GL,IL,PRG,Paris,Edgar County,GA,None,2.0,4.0,-0.5
2001.0,GL,IL,VYS,Peru,Illinois Valley Regional-Walter A Duncan Field,GA,None,2.0,14.0,-0.8571
2009.0,GL,IL,10C,Greenwood,Galt Field,GA,None,1.0,12.0,-0.9167
2051.0,GL,IL,K06,Beardstown,Greater Beardstown,GA,None,1.0,0.0,0.0
2072.0,GL,IL,PPQ,Pittsfield,Pittsfield Penstone Municipal,GA,None,1.0,2.0,-0.5
46.0,GL,IN,IND,Indianapolis,Indianapolis International,P,M,4097398.0,4008638.0,0.0221
137.0,GL,IN,SBN,South Bend,South Bend Regional,P,S,398500.0,378909.0,0.0517
154.0,GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,289210.0,268122.0,0.0787
169.0,GL,IN,EVV,Evansville,Evansville Regional,P,N,222654.0,234308.0,-0.0497
356.0,GL,IN,GYY,Gary,Gary/Chicago International,P,N,16223.0,2512.0,5.4582
621.0,GL,IN,LAF,Lafayette,Purdue University,GA,None,1910.0,1738.0,0.099
670.0,GL,IN,BMG,Bloomington,Monroe County,GA,None,1293.0,1080.0,0.1972
691.0,GL,IN,HUF,Terre Haute,Terre Haute International-Hulman Field,GA,None,1042.0,220.0,3.7364
766.0,GL,IN,MIE,Muncie,Delaware County - Johnson Field,GA,None,544.0,139.0,2.9137
827.0,GL,IN,BAK,Columbus,Columbus Municipal,GA,None,315.0,142.0,1.2183
883.0,GL,IN,3I3,Terre Haute,Sky King,GA,None,184.0,0.0,0.0
920.0,GL,IN,EKM,Elkhart,Elkhart Municipal,GA,None,136.0,230.0,-0.4087
967.0,GL,IN,TYQ,Zionsville,Indianapolis Executive,GA,None,102.0,82.0,0.2439
980.0,GL,IN,UMP,Fishers,Indianapolis Metropolitan,GA,None,89.0,46.0,0.9348
1057.0,GL,IN,JVY,Jeffersonville,Clark Regional,GA,None,54.0,118.0,-0.5424
1067.0,GL,IN,MQJ,McCordsville,Mount Comfort,GA,None,51.0,81.0,-0.3704
1102.0,GL,IN,PPO,La Porte,La Porte Municipal,GA,None,42.0,136.0,-0.6912
1104.0,GL,IN,C65,Plymouth,Plymouth Municipal,GA,None,41.0,0.0,0.0
1107.0,GL,IN,GSH,Goshen,Goshen Municipal,GA,None,41.0,5.0,7.2
1144.0,GL,IN,ASW,Warsaw,Warsaw Municipal,GA,None,35.0,27.0,0.2963
1190.0,GL,IN,CEV,Connersville,Mettel Field,GA,None,28.0,0.0,0.0
1203.0,GL,IN,GWB,Auburn,De Kalb County,GA,None,27.0,15.0,0.8
1218.0,GL,IN,VPZ,Valparaiso,Porter County Municipal,GA,None,26.0,6.0,3.3333
1222.0,GL,IN,EYE,Indianapolis,Eagle Creek Airpark,GA,None,25.0,26.0,-0.0385
1251.0,GL,IN,HFY,Greenwood,Greenwood Municipal,GA,None,22.0,75.0,-0.7067
1333.0,GL,IN,HNB,Huntingburg,Huntingburg,GA,None,16.0,0.0,0.0
1413.0,GL,IN,RZL,Rensselaer,Jasper County,GA,None,13.0,5.0,1.6
1427.0,GL,IN,C62,Kendallville,Kendallville Municipal,GA,None,12.0,8.0,0.5
1516.0,GL,IN,FKR,Frankfort,Frankfort Municipal,GA,None,9.0,3.0,2.0
1533.0,GL,IN,RID,Richmond,Richmond Municipal,GA,None,9.0,4.0,1.25
1610.0,GL,IN,SER,Seymour,Freeman Municipal,GA,None,7.0,41.0,-0.8293
1684.0,GL,IN,TEL,Tell City,Perry County Municipal,GA,None,6.0,6.0,0.0
1717.0,GL,IN,I34,Greensburg,Greensburg-Decatur County,GA,None,5.0,0.0,0.0
1786.0,GL,IN,GEZ,Shelbyville,Shelbyville Municipal,GA,None,4.0,0.0,0.0
1803.0,GL,IN,MCX,Monticello,White County,GA,None,4.0,0.0,0.0
1811.0,GL,IN,OXI,Knox,Starke County,GA,None,4.0,61.0,-0.9344
1836.0,GL,IN,4I7,Greencastle,Putnam County,GA,None,3.0,4.0,-0.25
1863.0,GL,IN,I76,Peru,Peru Municipal,GA,None,3.0,0.0,0.0
1944.0,GL,IN,HHG,Huntington,Huntington Municipal,GA,None,2.0,4.0,-0.5
1973.0,GL,IN,OKK,Kokomo,Kokomo Municipal,GA,None,2.0,0.0,0.0
1977.0,GL,IN,PLD,Portland,Portland Municipal,GA,None,2.0,0.0,0.0
2043.0,GL,IN,FRH,French Lick,French Lick Municipal,GA,None,1.0,3.0,-0.6667
2047.0,GL,IN,I22,Winchester,Randolph County,GA,None,1.0,1.0,0.0
2062.0,GL,IN,MZZ,Marion,Marion Municipal,GA,None,1.0,3.0,-0.6667
103.0,CE,KS,ICT,Wichita,Wichita Mid-Continent,P,S,769124.0,710380.0,0.0827
328.0,CE,KS,FOE,Topeka,Forbes Field,P,N,24316.0,17924.0,0.3566
372.0,CE,KS,MHK,Manhattan,Manhattan Regional,P,N,14032.0,14969.0,-0.0626
378.0,CE,KS,GCK,Garden City,Garden City Regional,P,N,13065.0,11603.0,0.126
406.0,CE,KS,HYS,Hays,Hays Regional,P,N,10536.0,10274.0,0.0255
451.0,CE,KS,DDC,Dodge City,Dodge City Regional,CS,None,5801.0,6337.0,-0.0846
466.0,CE,KS,LBL,Liberal,Liberal Mid-America Regional,CS,None,5113.0,5933.0,-0.1382
496.0,CE,KS,SLN,Salina,Salina Municipal,CS,None,4127.0,2877.0,0.4345
659.0,CE,KS,CNU,Chanute,Chanute Martin Johnson,GA,None,1445.0,23.0,61.8261
717.0,CE,KS,GBD,Great Bend,Great Bend Municipal,GA,None,844.0,1088.0,-0.2243
755.0,CE,KS,GLD,Goodland,Renner Field /Goodland Municipal/,GA,None,603.0,186.0,2.2419
845.0,CE,KS,IAB,Wichita,McConnell AFB,GA,None,270.0,98.0,1.7551
896.0,CE,KS,OJC,Olathe,Johnson County Executive,GA,None,169.0,115.0,0.4696
954.0,CE,KS,WLD,Winfield,Strother Field,GA,None,107.0,100.0,0.07
989.0,CE,KS,IXD,Olathe,New Century Aircenter,GA,None,85.0,242.0,-0.6488
992.0,CE,KS,HQG,Hugoton,Hugoton Municipal,GA,None,84.0,12.0,6.0
1024.0,CE,KS,AAO,Wichita,Colonel James Jabara,GA,None,70.0,41.0,0.7073
1045.0,CE,KS,IDP,Independence,Independence Municipal,GA,None,59.0,265.0,-0.7774
1068.0,CE,KS,PTS,Pittsburg,Atkinson Municipal,GA,None,51.0,3.0,16.0
1116.0,CE,KS,HUT,Hutchinson,Hutchinson Municipal,GA,None,40.0,15.0,1.6667
1263.0,CE,KS,LWC,Lawrence,Lawrence Municipal,GA,None,21.0,11.0,0.9091
1331.0,CE,KS,EWK,Newton,Newton-City-County,GA,None,16.0,24.0,-0.3333
1369.0,CE,KS,TOP,Topeka,Philip Billard Municipal,GA,None,15.0,6.0,1.5
1387.0,CE,KS,MPR,McPherson,McPherson,GA,None,14.0,11.0,0.2727
1466.0,CE,KS,TQK,Scott City,Scott City Municipal,GA,None,11.0,42.0,-0.7381
1474.0,CE,KS,5K2,Tribune,Tribune Municipal,GA,None,10.0,12.0,-0.1667
1478.0,CE,KS,ADT,Atwood,Atwood-Rawlins County City-County,GA,None,10.0,38.0,-0.7368
1673.0,CE,KS,OWI,Ottawa,Ottawa Municipal,GA,None,6.0,0.0,0.0
1678.0,CE,KS,PTT,Pratt,Pratt Industrial,GA,None,6.0,2.0,2.0
1706.0,CE,KS,EHA,Elkhart,Elkhart-Morton County,GA,None,5.0,3.0,0.6667
1710.0,CE,KS,FLV,Fort Leavenworth,Sherman AAF,GA,None,5.0,0.0,0.0
1835.0,CE,KS,3JC,Junction City,Freeman Field,GA,None,3.0,2.0,0.5
1848.0,CE,KS,BEC,Wichita,Beech Factory,GA,None,3.0,0.0,0.0
1878.0,CE,KS,PHG,Phillipsburg,Phillipsburg Municipal,GA,None,3.0,1.0,2.0
1923.0,CE,KS,CFV,Coffeyville,Coffeyville Municipal,GA,None,2.0,27.0,-0.9259
1945.0,CE,KS,HLC,Hill City,Hill City Municipal,GA,None,2.0,6.0,-0.6667
1958.0,CE,KS,K59,Atchison,Amelia Earhart,GA,None,2.0,0.0,0.0
1999.0,CE,KS,ULS,Ulysses,Ulysses,GA,None,2.0,14.0,-0.8571
2023.0,CE,KS,8K8,Cimarron,Cimarron Municipal,GA,None,1.0,0.0,0.0
2039.0,CE,KS,EQA,El Dorado,Captain Jack Thomas/El Dorado,GA,None,1.0,0.0,0.0
2055.0,CE,KS,LQR,Larned,Larned-Pawnee County,GA,None,1.0,10.0,-0.9
2080.0,CE,KS,RSL,Russell,Russell Municipal,GA,None,1.0,5.0,-0.8
30.0,SO,KY,CVG,Covington,Cincinnati/Northern Kentucky International,P,L,7728069.0,7984074.0,-0.0321
67.0,SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,M,1912495.0,1836260.0,0.0415
117.0,SO,KY,LEX,Lexington,Blue Grass,P,S,520760.0,504787.0,0.0316
327.0,SO,KY,PAH,Paducah,Barkley Regional,P,N,24537.0,26742.0,-0.0825
371.0,SO,KY,HOP,Fort Campbell,Campbell AAF (Fort Campbell),GA,None,14214.0,2102.0,5.7621
718.0,SO,KY,OWB,Owensboro,Owensboro-Daviess County,GA,None,838.0,4680.0,-0.8209
798.0,SO,KY,BWG,Bowling Green,Bowling Green-Warren County Regional,GA,None,411.0,273.0,0.5055
924.0,SO,KY,LOU,Louisville,Bowman Field,GA,None,131.0,84.0,0.5595
1105.0,SO,KY,EHR,Henderson,Henderson City-County,GA,None,41.0,17.0,1.4118
1148.0,SO,KY,FGX,Flemingsburg,Fleming-Mason,GA,None,35.0,36.0,-0.0278
1194.0,SO,KY,K22,Debord,Big Sandy Regional,GA,None,28.0,14.0,1.0
1219.0,SO,KY,2I0,Madisonville,Madisonville Municipal,GA,None,25.0,5.0,4.0
1276.0,SO,KY,EKX,Elizabethtown,Addington Field,GA,None,20.0,0.0,0.0
1301.0,SO,KY,GLW,Glasgow,Glasgow Municipal,GA,None,18.0,11.0,0.6364
1313.0,SO,KY,HVC,Hopkinsville,Hopkinsville-Christian County,GA,None,17.0,26.0,-0.3462
1355.0,SO,KY,K20,Hazard,Wendell H Ford,GA,None,15.0,9.0,0.6667
1365.0,SO,KY,SME,Somerset,Lake Cumberland Regional,GA,None,15.0,9.0,0.6667
1391.0,SO,KY,PBX,Pikeville,Pike County-Hatcher Field,GA,None,14.0,14.0,0.0
1472.0,SO,KY,27K,Georgetown,Georgetown Scott County - Marshall Field,GA,None,10.0,14.0,-0.2857
1484.0,SO,KY,DWU,Worthington,Ashland Regional,GA,None,10.0,23.0,-0.5652
1523.0,SO,KY,M25,Mayfield,Mayfield Graves County,GA,None,9.0,1.0,8.0
1548.0,SO,KY,BRY,Bardstown,Samuels Field,GA,None,8.0,0.0,0.0
1556.0,SO,KY,DVK,Danville,Stuart Powell Field,GA,None,8.0,16.0,-0.5
1563.0,SO,KY,M21,Greenville,Muhlenberg County,GA,None,8.0,34.0,-0.7647
1582.0,SO,KY,6I2,Springfield,Lebanon-Springfield,GA,None,7.0,11.0,-0.3636
1632.0,SO,KY,AAS,Campbellsville,Taylor County,GA,None,6.0,4.0,0.5
1709.0,SO,KY,FFT,Frankfort,Capital City,GA,None,5.0,37.0,-0.8649
1722.0,SO,KY,LOZ,London,London-Corbin Airport-Magee Field,GA,None,5.0,13.0,-0.6154
1745.0,SO,KY,1M9,Cadiz,Lake Barkley State Park,GA,None,4.0,0.0,0.0
1772.0,SO,KY,CEY,Murray,Kyle-Oakley Field,GA,None,4.0,14.0,-0.7143
1870.0,SO,KY,M97,Morehead,Morehead-Rowan County Clyde A. Thomas Regional,GA,None,3.0,0.0,0.0
2016.0,SO,KY,5M9,Marion,Marion-Crittenden County,GA,None,1.0,0.0,0.0
2092.0,SO,KY,W38,Williamsburg,Williamsburg-Whitley County,GA,None,1.0,0.0,0.0
51.0,SW,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,3770246.0,3127963.0,0.2053
120.0,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,S,482253.0,526998.0,-0.0849
149.0,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,307312.0,306832.0,0.0016
170.0,SW,LA,LFT,Lafayette,Lafayette Regional,P,N,219442.0,207103.0,0.0596
198.0,SW,LA,AEX,Alexandria,Alexandria International,P,N,145761.0,137283.0,0.0618
217.0,SW,LA,MLU,Monroe,Monroe Regional,P,N,109011.0,111119.0,-0.019
255.0,SW,LA,LCH,Lake Charles,Lake Charles Regional,P,N,56134.0,56120.0,0.0002
692.0,SW,LA,BAD,Bossier City,Barksdale AFB,GA,None,1041.0,1020.0,0.0206
809.0,SW,LA,NEW,New Orleans,Lakefront,GA,None,363.0,11.0,32.0
832.0,SW,LA,PTN,Patterson,Harry P Williams Memorial,GA,None,309.0,14144.0,-0.9782
922.0,SW,LA,LA08,Belle Chasse,Jesuits Bend,GA,None,132.0,0.0,0.0
942.0,SW,LA,L31,Covington,St. Tammany Regional,GA,None,115.0,0.0,0.0
973.0,SW,LA,7N0,New Orleans,New Orleans Downtown,GA,None,99.0,0.0,0.0
1032.0,SW,LA,DTN,Shreveport,Shreveport Downtown,GA,None,67.0,2.0,32.5
1091.0,SW,LA,HUM,Houma,Houma-Terrebonne,GA,None,43.0,4.0,9.75
1168.0,SW,LA,NBG,New Orleans,New Orleans NAS Jrb/Alvin Callender Field/,GA,None,32.0,256.0,-0.875
1511.0,SW,LA,ARA,New Iberia,Acadiana Regional,GA,None,9.0,0.0,0.0
1518.0,SW,LA,HDC,Hammond,Hammond Northshore Regional,GA,None,9.0,8.0,0.125
1614.0,SW,LA,TVR,Tallulah,Vicksburg Tallulah Regional,GA,None,7.0,0.0,0.0
1617.0,SW,LA,UXL,Sulphur,Southland Field,GA,None,7.0,0.0,0.0
1628.0,SW,LA,4R7,Eunice,Eunice,GA,None,6.0,0.0,0.0
1646.0,SW,LA,DRI,DeRidder,Beauregard Regional,GA,None,6.0,0.0,0.0
1744.0,SW,LA,0R3,Abbeville,Abbeville Chris Crusta Memorial,GA,None,4.0,2.0,1.0
1859.0,SW,LA,GAO,Galliano,South Lafourche Leonard Miller Jr,GA,None,3.0,0.0,0.0
1937.0,SW,LA,ESF,Pineville,Esler Regional,GA,None,2.0,0.0,0.0
19.0,NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,13783297.0,13544552.0,0.0176
157.0,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,282197.0,276866.0,0.0193
175.0,NE,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,204152.0,206980.0,-0.0137
263.0,NE,MA,MVY,Vineyard Haven,Marthas Vineyard,P,N,49205.0,45881.0,0.0724
344.0,NE,MA,CEF,Springfield/Chicopee,Westover ARB/Metropolitan,P,N,17839.0,2193.0,7.1345
350.0,NE,MA,BED,Bedford,Laurence G Hanscom Field,P,N,16568.0,14560.0,0.1379
369.0,NE,MA,EWB,New Bedford,New Bedford Regional,P,N,14567.0,15211.0,-0.0423
383.0,NE,MA,PVC,Provincetown,Provincetown Municipal,P,N,12459.0,11375.0,0.0953
674.0,NE,MA,PYM,Plymouth,Plymouth Municipal,GA,None,1240.0,17.0,71.9412
785.0,NE,MA,ORH,Worcester,Worcester Regional,GA,None,460.0,14823.0,-0.969
905.0,NE,MA,BVY,Beverly,Beverly Municipal,GA,None,159.0,72.0,1.2083
946.0,NE,MA,OWD,Norwood,Norwood Memorial,GA,None,112.0,4.0,27.0
1015.0,NE,MA,PSF,Pittsfield,Pittsfield Municipal,GA,None,74.0,24.0,2.0833
1220.0,NE,MA,BAF,Westfield,Barnes Municipal,GA,None,25.0,19.0,0.3158
1385.0,NE,MA,LWM,Lawrence,Lawrence Municipal,GA,None,14.0,39.0,-0.641
1507.0,NE,MA,7B2,Northampton,Northampton,GA,None,9.0,5.0,0.8
1552.0,NE,MA,CQX,Chatham,Chatham Municipal,GA,None,8.0,9.0,-0.1111
1593.0,NE,MA,GBR,Great Barrington,Walter J. Koladza,GA,None,7.0,1.0,6.0
1624.0,NE,MA,1B9,Mansfield,Mansfield Municipal,GA,None,6.0,0.0,0.0
1653.0,NE,MA,GHG,Marshfield,Marshfield Municipal - George Harlow Field,GA,None,6.0,2.0,2.0
1755.0,NE,MA,6B6,Stow,Minute Man Air Field,GA,None,4.0,0.0,0.0
1759.0,NE,MA,AQW,North Adams,Harriman-And-West,GA,None,4.0,10.0,-0.6
2041.0,NE,MA,FIT,Fitchburg,Fitchburg Municipal,GA,None,1.0,0.0,0.0
24.0,EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshal,P,L,10487789.0,10297607.0,0.0185
253.0,EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,60521.0,62256.0,-0.0279
559.0,EA,MD,ADW,Camp Springs,Andrews AFB,GA,None,2753.0,3705.0,-0.257
560.0,EA,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,CS,None,2710.0,5877.0,-0.5389
