CY 02 Rank,RO,State,Locid,Airport Name,City,Svc Lvl,Hub,CY 2002 Boardings,CY 2001 Boardings,% Change
1462.0,SW,AR,ASG,Springdale Municipal,Springdale,GA,None,8.0,50.0,-0.84
1465.0,SW,TX,CFD,Coulter Field,Bryan,GA,None,8.0,0.0,0.0
1470.0,SW,TX,ERV,"Kerrville Municipal / 
Louis Schreiner Field",Kerrville,GA,None,8.0,29.0,-0.7241
1471.0,SW,OK,F28,El Reno Municipal Air Park,El Reno,GA,None,8.0,0.0,0.0
1487.0,SW,NM,RTN,Raton Municipal / Crews Field,Raton,GA,None,8.0,137.0,-0.9416
1480.0,WP,HI,MDY,Henderson Field,Sand Island,GA,None,8.0,1471.0,-0.9946
1481.0,WP,CA,MER,Castle,Atwater,GA,None,8.0,4.0,1.0
1490.0,WP,CA,SIY,Siskiyou County,Montague,GA,None,8.0,6.0,0.3333
1516.0,AL,AK,KIB,Ivanof Bay,Ivanof Bay,GA,None,7.0,42.0,-0.8333
1535.0,AL,AK,WSJ,San Juan /Uganik/,San Juan,GA,None,7.0,0.0,0.0
1495.0,EA,NY,4G6,Hornell Municipal,Hornell,GA,None,7.0,117.0,-0.9402
1506.0,EA,DE,GED,Sussex County,Georgetown,GA,None,7.0,0.0,0.0
1521.0,EA,VA,MKJ,Mountain Empire,Marion / Wytheville,GA,None,7.0,0.0,0.0
1522.0,EA,PA,N94,Carlisle,Carlisle,GA,None,7.0,0.0,0.0
1523.0,EA,NY,OLE,Cattaraugus County - Olean,Olean,GA,None,7.0,65.0,-0.8923
1494.0,GL,MI,3FM,Fremont Municipal,Fremont,GA,None,7.0,3.0,1.3333
1496.0,GL,WI,57C,East Troy Municipal,East Troy,GA,None,7.0,7.0,0.0
1498.0,GL,ND,BPP,Bowman Municipal,Bowman,GA,None,7.0,0.0,0.0
1500.0,GL,OH,DLZ,Delaware Municipal,Delaware,GA,None,7.0,0.0,0.0
1505.0,GL,WI,FLD,Fond du Lac County,Fond du Lac,GA,None,7.0,230.0,-0.9696
1507.0,GL,MI,GOV,Grayling AAF,Grayling,GA,None,7.0,3.0,1.3333
1512.0,GL,OH,I23,Fayette County,"Washington 
Court House",GA,None,7.0,4.0,0.75
1513.0,GL,IL,IKK,Greater Kankakee,Kankakee,GA,None,7.0,4.0,0.75
1524.0,GL,WI,PCZ,Waupaca Municipal,Waupaca,GA,None,7.0,0.0,0.0
1525.0,GL,MN,PKD,"Park Rapids Municipal - 
Konshok Field",Park Rapids,GA,None,7.0,83.0,-0.9157
1531.0,GL,IN,SER,Freeman Municipal,Seymour,GA,None,7.0,4.0,0.75
1534.0,GL,OH,VES,Darke County,Versailles,GA,None,7.0,10.0,-0.3
1497.0,NE,NH,BML,Berlin Municipal,Berlin,GA,None,7.0,0.0,0.0
1527.0,NE,MA,PYM,Plymouth Municipal,Plymouth,GA,None,7.0,0.0,0.0
1499.0,NM,OR,DLS,"Columbia Gorge Regional / 
The Dalles Municipal",The Dalles,GA,None,7.0,10.0,-0.3
1528.0,NM,WA,S18,Forks,Forks,GA,None,7.0,7.0,0.0
1529.0,NM,WA,S98,Vista Field,Kennewick,GA,None,7.0,3.0,1.3333
1493.0,SO,TN,2A0,Mark Anton,Dayton,GA,None,7.0,0.0,0.0
1510.0,SO,NC,GWW,Goldsboro - Wayne Municipal,Goldsboro,GA,None,7.0,0.0,0.0
1511.0,SO,KY,HVC,Hopkinsville - Christian County,Hopkinsville,GA,None,7.0,9.0,-0.2222
1515.0,SO,KY,K22,Big Sandy Regional,Debord,GA,None,7.0,3.0,1.3333
1517.0,SO,FL,LAL,Lakeland Linder Regional,Lakeland,GA,None,7.0,158.0,-0.9557
1518.0,SO,TN,M54,Lebanon Municipal,Lebanon,GA,None,7.0,6.0,0.1667
1519.0,SO,MS,MBO,Bruce Campbell Field,Madison,GA,None,7.0,4.0,0.75
1530.0,SO,AL,SCD,Merkel Field Sylacauga Municipal,Sylacauga,GA,None,7.0,0.0,0.0
1501.0,SW,LA,DRI,Beauregard Parish,DeRidder,GA,None,7.0,0.0,0.0
1502.0,SW,TX,DRT,Del Rio International,Del Rio,GA,None,7.0,22.0,-0.6818
1503.0,SW,OK,DUA,Eaker Field,Durant,GA,None,7.0,1.0,6.0
1504.0,SW,TX,E38,Alpine - Casparis Municipal,Alpine,GA,None,7.0,6.0,0.1667
1508.0,SW,OK,GUY,Guymon Municipal,Guymon,GA,None,7.0,0.0,0.0
1509.0,SW,TX,GVT,Majors,Greenville,GA,None,7.0,3.0,1.3333
1514.0,SW,TX,IWS,West Houston,Houston,GA,None,7.0,7.0,0.0
1526.0,SW,TX,PSN,Palestine Municipal,Palestine,GA,None,7.0,3.0,1.3333
1533.0,SW,AR,SRC,Searcy Municipal,Searcy,GA,None,7.0,0.0,0.0
1520.0,WP,CA,MCC,McClellan Airfield,Sacramento,GA,None,7.0,5.0,0.4
1532.0,WP,CA,SNS,Salinas Municipal,Salinas,GA,None,7.0,55.0,-0.8727
1546.0,AL,AK,AHP,Port Alexander,Port Alexander,GA,None,6.0,4.0,0.5
1549.0,CE,IA,C27,Manchester Municipal,Manchester,GA,None,6.0,5.0,0.2
1553.0,CE,MO,DXE,Dexter Municipal,Dexter,GA,None,6.0,0.0,0.0
1574.0,CE,MO,MO6,Washington Memorial,Washington,GA,None,6.0,0.0,0.0
1590.0,CE,KS,ULS,Ulysses,Ulysses,GA,None,6.0,0.0,0.0
1538.0,EA,PA,29D,Grove City,Grove City,GA,None,6.0,5.0,0.2
1548.0,EA,VA,AVC,Mecklenburg - Brunswick Regional,South Hill,GA,None,6.0,0.0,0.0
1557.0,EA,NY,FZY,Oswego County,Fulton,GA,None,6.0,0.0,0.0
1568.0,EA,VA,JGG,Williamsburg - Jamestown,Williamsburg,GA,None,6.0,0.0,0.0
1575.0,EA,PA,N38,Grand Canyon State,Wellsboro,GA,None,6.0,3.0,1.0
1576.0,EA,NY,N66,Oneonta Municipal,Oneonta,GA,None,6.0,0.0,0.0
1536.0,GL,OH,1G0,Wood County,Bowling Green,GA,None,6.0,60.0,-0.9
1544.0,GL,MI,ADG,Lenawee County,Adrian,GA,None,6.0,46.0,-0.8696
1551.0,GL,MN,CKN,Crookston Municipal Kirkwood Field,Crookston,GA,None,6.0,0.0,0.0
1552.0,GL,ND,D55,Robertson Field,Langdon,GA,None,6.0,0.0,0.0
1558.0,GL,ND,GAF,Grafton Municipal,Grafton,GA,None,6.0,0.0,0.0
1563.0,GL,IL,HSB,Harrisburg - Raleigh,Harrisburg,GA,None,6.0,0.0,0.0
1565.0,GL,OH,I69,Clermont County,Batavia,GA,None,6.0,0.0,0.0
1566.0,GL,IN,IMS,Madison Municipal,Madison,GA,None,6.0,12.0,-0.5
1571.0,GL,WI,MDZ,Taylor County,Medford,GA,None,6.0,5.0,0.2
1573.0,GL,MN,MML,Southwest Minnesota Regional Marshall / Ryan Field,Marshall,GA,None,6.0,6.0,0.0
1577.0,GL,WI,OEO,L O Simenstad Municipal,Osceola,GA,None,6.0,3.0,1.0
1580.0,GL,MN,OWA,Owatonna Degner Regional,Owatonna,GA,None,6.0,27.0,-0.7778
1581.0,GL,IN,PLD,Portland Municipal,Portland,GA,None,6.0,23.0,-0.7391
1584.0,GL,IN,RCR,Fulton County,Rochester,GA,None,6.0,0.0,0.0
1585.0,GL,ND,S32,Cooperstown Municipal,Cooperstown,GA,None,6.0,0.0,0.0
1588.0,GL,WI,T08,Tomahawk Regional,Tomahawk,GA,None,6.0,0.0,0.0
1542.0,NE,MA,6B6,Minute Man Air Field,Stow,GA,None,6.0,0.0,0.0
1554.0,NE,CT,DXR,Danbury Municipal,Danbury,GA,None,6.0,12.0,-0.5
1572.0,NE,CT,MMK,Meriden Markham Municipal,Meriden,GA,None,6.0,0.0,0.0
1541.0,NM,MT,4U9,Dell Flight Strip,Dell,GA,None,6.0,0.0,0.0
1556.0,NM,WA,EPH,Ephrata Municipal,Ephrata,GA,None,6.0,3.0,1.0
1578.0,NM,OR,OR10,Roaring Springs Ranch,Frenchglen,GA,None,6.0,0.0,0.0
1537.0,SO,AL,26A,Ashland / Lineville,Ashland / Lineville,GA,None,6.0,0.0,0.0
1543.0,SO,KY,AAS,Taylor County,Campbellsville,GA,None,6.0,2.0,2.0
1547.0,SO,NC,AKH,Gastonia Municipal,Gastonia,GA,None,6.0,4.0,0.5
1550.0,SO,SC,CEU,Oconee County Regional,Clemson,GA,None,6.0,22.0,-0.7273
1559.0,SO,KY,GLW,Glasgow Municipal,Glasgow,GA,None,6.0,9.0,-0.3333
1560.0,SO,MS,GWO,Greenwood - Leflore,Greenwood,GA,None,6.0,4.0,0.5
1562.0,SO,AL,HAB,Marion County - Rankin Fite,Hamilton,GA,None,6.0,14.0,-0.5714
1564.0,SO,KY,I39,Madison,Richmond,GA,None,6.0,10.0,-0.4
1567.0,SO,AL,JFX,Walker County - Bevill Field,Jasper,GA,None,6.0,124.0,-0.9516
1570.0,SO,KY,M25,Mayfield Graves County,Mayfield,GA,None,6.0,17.0,-0.6471
1582.0,SO,AL,PRN,MacCrenshaw Memorial,Greenville,GA,None,6.0,0.0,0.0
1591.0,SO,FL,X47,Flagler County,Bunnell,GA,None,6.0,2.0,2.0
1539.0,SW,TX,2F5,Lamesa Municipal,Lamesa,GA,None,6.0,0.0,0.0
1540.0,SW,LA,3R7,Jennings,Jennings,GA,None,6.0,0.0,0.0
1545.0,SW,OK,ADM,Ardmore Municipal,Ardmore,GA,None,6.0,0.0,0.0
1586.0,SW,TX,SNK,Winston Field,Snyder,GA,None,6.0,5.0,0.2
1589.0,SW,TX,T65,Mid Valley,Weslaco,GA,None,6.0,5.0,0.2
1555.0,WP,CA,EMT,El Monte,El Monte,GA,None,6.0,9.0,-0.3333
1561.0,WP,AZ,GYR,Phoenix Goodyear,Goodyear,GA,None,6.0,0.0,0.0
1569.0,WP,NV,LOL,Derby Field,Lovelock,GA,None,6.0,0.0,0.0
1579.0,WP,CA,OVE,Oroville Municipal,Oroville,GA,None,6.0,6.0,0.0
1583.0,WP,CA,PTV,Porterville Municipal,Porterville,GA,None,6.0,18.0,-0.6667
1587.0,WP,AZ,T03,Tuba City,Tuba City,GA,None,6.0,251.0,-0.9761
1644.0,AL,AK,SVW,Sparrevohn LRRS,Sparrevohn,GA,None,5.0,0.0,0.0
1649.0,AL,AK,UBW,Ugnu - Kuparuk,Kuparuk,GA,None,5.0,2816.0,-0.9982
1616.0,CE,IA,DEH,Decorah Municipal,Decorah,GA,None,5.0,3.0,0.6667
1621.0,CE,MO,GPH,Clay County Regional,Mosby,GA,None,5.0,0.0,0.0
1631.0,CE,KS,IXD,New Century Aircenter,Olathe,GA,None,5.0,10.0,-0.5
1646.0,CE,IA,TVK,Centerville Municipal,Centerville,GA,None,5.0,35.0,-0.8571
1597.0,EA,DE,33N,Delaware Airpark,Dover / Cheswold,GA,None,5.0,0.0,0.0
1608.0,EA,PA,AXQ,Clarion County,Clarion,GA,None,5.0,31.0,-0.8387
1609.0,EA,PA,BVI,Beaver County,Beaver Falls,GA,None,5.0,13.0,-0.6154
1611.0,EA,MD,CGE,Cambridge - Dorchester,Cambridge,GA,None,5.0,40.0,-0.875
1639.0,EA,NY,POU,Dutchess County,Poughkeepsie,GA,None,5.0,3338.0,-0.9985
1641.0,EA,VA,PTB,Dinwiddie County,Petersburg,GA,None,5.0,27.0,-0.8148
1650.0,EA,WV,W35,Potomac Airpark,Berkeley Springs,GA,None,5.0,0.0,0.0
1592.0,GL,OH,02G,Columbiana County,East Liverpool,GA,None,5.0,0.0,0.0
1599.0,GL,OH,4I9,Morrow County,Mount Gilead,GA,None,5.0,0.0,0.0
1613.0,GL,WI,CMY,Sparta / Fort McCoy,Sparta,GA,None,5.0,0.0,0.0
1620.0,GL,MN,ETH,Wheaton Municipal,Wheaton,GA,None,5.0,0.0,0.0
1624.0,GL,IN,HNB,Huntingburg,Huntingburg,GA,None,5.0,42.0,-0.881
1628.0,GL,ND,HZE,Mercer County Regional,Hazen,GA,None,5.0,4.0,0.25
1629.0,GL,OH,HZY,Ashtabula County,Ashtabula,GA,None,5.0,0.0,0.0
1630.0,GL,IL,IGQ,Lansing Municipal,Chicago,GA,None,5.0,6.0,-0.1667
1642.0,GL,MI,SJX,Beaver Island,Beaver Island,GA,None,5.0,22.0,-0.7727
1647.0,GL,IN,TYQ,Indianapolis Terry,Zionsville,GA,None,5.0,3.0,0.6667
1598.0,NM,OR,3S8,Grants Pass,Grants Pass,GA,None,5.0,22.0,-0.7727
1602.0,NM,MT,79S,Fort Benton,Fort Benton,GA,None,5.0,0.0,0.0
1610.0,NM,WA,BVS,Skagit Regional,Burlington,GA,None,5.0,20.0,-0.75
1638.0,NM,OR,ONP,Newport Municipal,Newport,GA,None,5.0,188.0,-0.9734
1648.0,NM,ID,U76,Mountain Home Municipal,Mountain Home,GA,None,5.0,0.0,0.0
1594.0,SO,FL,28J,Kay Larkin,Palatka,GA,None,5.0,0.0,0.0
1603.0,SO,NC,7NC2,Pine Island,Corolla,GA,None,5.0,0.0,0.0
1605.0,SO,FL,AAF,Apalachicola Municipal,Apalachicola,GA,None,5.0,0.0,0.0
1607.0,SO,NC,ASJ,Tri - County,Ahoskie,GA,None,5.0,0.0,0.0
1612.0,SO,GA,CKF,Crisp County - Cordele,Cordele,GA,None,5.0,0.0,0.0
1614.0,SO,FL,CTY,Cross City,Cross City,GA,None,5.0,0.0,0.0
1615.0,SO,NC,CTZ,Sampson County,Clinton,GA,None,5.0,0.0,0.0
1618.0,SO,KY,DWU,Ashland - Boyd County,Ashland,GA,None,5.0,8.0,-0.375
1619.0,SO,NC,ECG,"Elizabeth City 
CG Air Station / Regional",Elizabeth City,GA,None,5.0,0.0,0.0
1625.0,SO,NC,HNZ,Henderson - Oxford,Oxford,GA,None,5.0,0.0,0.0
1627.0,SO,GA,HQU,Thomson - McDuffie County,Thomson,GA,None,5.0,0.0,0.0
1632.0,SO,FL,LNA,Palm Beach County Park,West Palm Beach,GA,None,5.0,35.0,-0.8571
1634.0,SO,TN,M52,Franklin Wilkins,Lexington,GA,None,5.0,71.0,-0.9296
1635.0,SO,AL,M95,Richard Arthur Field,Fayette,GA,None,5.0,0.0,0.0
1636.0,SO,NC,MRH,Michael J. Smith Field,Beaufort,GA,None,5.0,0.0,0.0
1637.0,SO,FL,OCF,"Ocala International - 
Jim Taylor Field",Ocala,GA,None,5.0,231.0,-0.9784
1643.0,SO,TN,SRB,Upper Cumberland Regional,Sparta,GA,None,5.0,4.0,0.25
1651.0,SO,GA,WDR,Winder - Barrow,Winder,GA,None,5.0,0.0,0.0
1593.0,SW,TX,11R,Brenham Municipal,Brenham,GA,None,5.0,0.0,0.0
1596.0,SW,TX,2R8,Mustang Beach,Port Aransas,GA,None,5.0,0.0,0.0
1600.0,SW,TX,5T9,Maverick County Memorial International,Eagle Pass,GA,None,5.0,5.0,0.0
1604.0,SW,OK,80F,Antlers Municipal,Antlers,GA,None,5.0,0.0,0.0
1606.0,SW,OK,ADH,Ada Municipal,Ada,GA,None,5.0,0.0,0.0
1617.0,SW,TX,DHT,Dalhart Municipal,Dalhart,GA,None,5.0,0.0,0.0
1626.0,SW,TX,HPY,Baytown,Baytown,GA,None,5.0,5.0,0.0
1633.0,SW,TX,LNC,Lancaster,Lancaster,GA,None,5.0,0.0,0.0
1640.0,SW,TX,PPA,Perry Lefors Field,Pampa,GA,None,5.0,0.0,0.0
1652.0,SW,OK,WWR,West Woodward,Woodward,GA,None,5.0,0.0,0.0
1595.0,WP,CA,2Q3,"Yolo County - Davis / 
Woodland / Winters","Davis / Woodland / 
Winters",GA,None,5.0,9.0,-0.4444
1601.0,WP,NV,67L,Mesquite,Mesquite,GA,None,5.0,16.0,-0.6875
1622.0,WP,CA,HJO,Hanford Municipal,Hanford,GA,None,5.0,0.0,0.0
1623.0,WP,CA,HMT,Hemet - Ryan,Hemet,GA,None,5.0,0.0,0.0
1645.0,WP,CA,TOA,Zamperini Field,Torrance,GA,None,5.0,35.0,-0.8571
1656.0,AL,AK,2AK6,Hog River,Hogatza,GA,None,4.0,33.0,-0.8788
1667.0,AL,AK,AK40,Nixon Fork Mine,McGrath,GA,None,4.0,0.0,0.0
1676.0,AL,AK,DCK,Dahl Creek,Dahl Creek,GA,None,4.0,4.0,0.0
1708.0,AL,AK,TSG,Tanacross,Tanacross,GA,None,4.0,2.0,1.0
1671.0,CE,IA,BNW,Boone Municipal,Boone,GA,None,4.0,0.0,0.0
1689.0,CE,KS,LQR,Larned - Pawnee County,Larned,GA,None,4.0,4.0,0.0
1707.0,CE,IA,TNU,Newton Municipal,Newton,GA,None,4.0,1.0,3.0
1711.0,CE,MO,UBX,Cuba Municipal,Cuba,GA,None,4.0,0.0,0.0
1653.0,EA,NY,1B1,Columbia County,Hudson,GA,None,4.0,3.0,0.3333
1655.0,EA,NY,21N,Mattituck,Mattituck,GA,None,4.0,26.0,-0.8462
1666.0,EA,NJ,AIY,Atlantic City Municipal / Bader Field,Atlantic City,GA,None,4.0,2.0,1.0
1695.0,EA,PA,N35,Punxsutawney Municipal,Punxsutawney,GA,None,4.0,0.0,0.0
1657.0,GL,OH,2G2,Jefferson County Airpark,Steubenville,GA,None,4.0,0.0,0.0
1660.0,GL,IN,3R8,Scottsburg,Scottsburg,GA,None,4.0,0.0,0.0
1662.0,GL,WI,3WO,Shawano Municipal,Shawano,GA,None,4.0,0.0,0.0
1668.0,GL,IL,ARR,Aurora Municipal,Chicago / Aurora,GA,None,4.0,52.0,-0.9231
1672.0,GL,IL,C16,Frasca Field,Urbana,GA,None,4.0,0.0,0.0
1682.0,GL,MN,FRM,Fairmont Municipal,Fairmont,GA,None,4.0,0.0,0.0
1686.0,GL,ND,HEI,Hettinger Municipal,Hettinger,GA,None,4.0,0.0,0.0
1697.0,GL,OH,PMH,Greater Portsmouth Regional,Portsmouth,GA,None,4.0,4.0,0.0
1714.0,GL,WI,Y72,Bloyer Field,Tomah,GA,None,4.0,0.0,0.0
1715.0,GL,MI,Z98,Ottawa Executive,Zeeland,GA,None,4.0,0.0,0.0
1658.0,NE,MA,3B2,"Marshfield Municipal - 
 Harlow Field",Marshfield,GA,None,4.0,0.0,0.0
1673.0,NE,NH,CNH,Claremont Municipal,Claremont,GA,None,4.0,0.0,0.0
1694.0,NE,VT,MVL,Morrisville - Stowe State,Morrisville,GA,None,4.0,0.0,0.0
1661.0,NM,WA,3W7,Grand Coulee Dam,Electric City,GA,None,4.0,1.0,3.0
1663.0,NM,OR,4S3,Joseph State,Joseph,GA,None,4.0,34.0,-0.8824
1664.0,NM,MT,7S1,Twin Bridges,Twin Bridges,GA,None,4.0,0.0,0.0
1665.0,NM,MT,9S2,Scobey,Scobey,GA,None,4.0,2.0,1.0
1674.0,NM,MT,CTB,Cut Bank Municipal,Cut Bank,GA,None,4.0,12.0,-0.6667
1683.0,NM,CO,FTG,Front Range,Watkins,GA,None,4.0,3.0,0.3333
1687.0,NM,WA,HQM,Bowerman,Hoquiam,GA,None,4.0,4.0,0.0
1698.0,NM,WY,POY,Powell Municipal,Powell,GA,None,4.0,0.0,0.0
1699.0,NM,WA,RLD,Richland,Richland,GA,None,4.0,11.0,-0.6364
1700.0,NM,OR,S07,Bend Municipal,Bend,GA,None,4.0,236.0,-0.9831
1701.0,NM,OR,S47,Tillamook,Tillamook,GA,None,4.0,18.0,-0.7778
1702.0,NM,MT,S85,Big Sky Field,Culbertson,GA,None,4.0,9.0,-0.5556
1706.0,NM,WA,TIW,Tacoma Narrows,Tacoma,GA,None,4.0,13.0,-0.6923
1709.0,NM,OR,TTD,Portland - Troutdale,Portland,GA,None,4.0,0.0,0.0
1713.0,NM,WA,VUO,Pearson Field,Vancouver,GA,None,4.0,25.0,-0.84
1669.0,SO,AL,ASN,Talladega Municipal,Talladega,GA,None,4.0,11.0,-0.6364
1675.0,SO,GA,CZL,Tom B. David Field,Calhoun,GA,None,4.0,3.0,0.3333
1677.0,SO,TN,DYR,Dyersburg Municipal,Dyersburg,GA,None,4.0,51.0,-0.9216
1680.0,SO,FL,F45,"North Palm Beach 
County General Aviation",West Palm Beach,GA,None,4.0,45.0,-0.9111
1681.0,SO,NC,FQD,"Rutherford County - 
Marchman Field",Rutherfordton,GA,None,4.0,0.0,0.0
1684.0,SO,TN,FYM,Fayetteville Municipal,Fayetteville,GA,None,4.0,1.0,3.0
1688.0,SO,MS,LMS,Louisville Winston County,Louisville,GA,None,4.0,0.0,0.0
1691.0,SO,MS,LUL,Hesler - Noble Field,Laurel,GA,None,4.0,44.0,-0.9091
1692.0,SO,KY,M34,Kentucky Dam State Park,Gilbertsville,GA,None,4.0,12.0,-0.6667
1693.0,SO,TN,MMI,McMinn County,Athens,GA,None,4.0,2.0,1.0
1704.0,SO,MS,STF,George M Bryan,Starkville,GA,None,4.0,0.0,0.0
1710.0,SO,GA,TVI,Thomasville Municipal,Thomasville,GA,None,4.0,0.0,0.0
1712.0,SO,FL,VRB,Vero Beach Municipal,Vero Beach,GA,None,4.0,0.0,0.0
1659.0,SW,OK,3O9,Grand Lake Regional,Afton,GA,None,4.0,0.0,0.0
1670.0,SW,TX,BGD,Hutchinson County,Borger,GA,None,4.0,3.0,0.3333
1679.0,SW,TX,ELA,Eagle Lake,Eagle Lake,GA,None,4.0,0.0,0.0
1685.0,SW,OK,H71,Mid - America Industrial,Pryor,GA,None,4.0,0.0,0.0
1690.0,SW,TX,LUD,Decatur Municipal,Decatur,GA,None,4.0,0.0,0.0
1696.0,SW,TX,PEZ,Pleasanton Municipal,Pleasanton,GA,None,4.0,0.0,0.0
1705.0,SW,TX,T47,Kickapoo Downtown Airpark,Wichita Falls,GA,None,4.0,3.0,0.3333
1654.0,WP,CA,1O2,Lampson Field,Lakeport,GA,None,4.0,9.0,-0.5556
1678.0,WP,AZ,E91,Chinle Municipal,Chinle,GA,None,4.0,305.0,-0.9869
1703.0,WP,CA,SBD,San Bernardino International,San Bernardino,GA,None,4.0,54.0,-0.9259
1754.0,AL,AK,K29,Council,Council,GA,None,3.0,16.0,-0.8125
1755.0,AL,AK,KCR,Colorado Creek,Colorado Creek,GA,None,3.0,0.0,0.0
1756.0,AL,AK,KMY,Moser Bay,Moser Bay,GA,None,3.0,16.0,-0.8125
1720.0,CE,KS,47K,Moundridge Municipal,Moundridge,GA,None,3.0,0.0,0.0
1728.0,CE,IA,ADU,Audubon County,Audubon,GA,None,3.0,0.0,0.0
1736.0,CE,IA,CKP,Cherokee Municipal,Cherokee,GA,None,3.0,0.0,0.0
1746.0,CE,MO,GLY,Clinton Memorial,Clinton,GA,None,3.0,10.0,-0.7
1752.0,CE,MO,K02,Perryville Municipal,Perryville,GA,None,3.0,0.0,0.0
1753.0,CE,MO,K15,Grand Glaize - Osage Beach,Osage Beach,GA,None,3.0,0.0,0.0
1764.0,CE,IA,MIW,Marshalltown Municipal,Marshalltown,GA,None,3.0,6.0,-0.5
1773.0,CE,IA,RRQ,Rock Rapids Municipal,Rock Rapids,GA,None,3.0,0.0,0.0
1782.0,CE,MO,TKX,Kennett Memorial,Kennett,GA,None,3.0,0.0,0.0
1788.0,CE,MO,VER,Jesse Viertel Memorial,Boonville,GA,None,3.0,0.0,0.0
1749.0,EA,NY,HWV,Brookhaven,Shirley,GA,None,3.0,0.0,0.0
1768.0,EA,NY,MSV,Sullivan County International,Monticello,GA,None,3.0,4.0,-0.25
1770.0,EA,NJ,N81,Hammonton Municipal,Hammonton,GA,None,3.0,400.0,-0.9925
1775.0,EA,PA,RVL,Mifflin County,Reedsville,GA,None,3.0,3.0,0.0
1778.0,EA,WV,SXL,Summersville,Summersville,GA,None,3.0,0.0,0.0
1722.0,GL,OH,56D,Wyandot County,Upper Sandusky,GA,None,3.0,0.0,0.0
1730.0,GL,IN,BAK,Columbus Municipal,Columbus,GA,None,3.0,20.0,-0.85
1733.0,GL,IL,C56,Sanger,Monee,GA,None,3.0,0.0,0.0
1750.0,GL,OH,I12,Sidney Municipal,Sidney,GA,None,3.0,0.0,0.0
1758.0,GL,OH,LHQ,Fairfield County,Lancaster,GA,None,3.0,8.0,-0.625
1760.0,GL,MN,LVN,Airlake,Lakeville,GA,None,3.0,3.0,0.0
1769.0,GL,OH,MWO,Hook Field Municipal,Middletown,GA,None,3.0,104.0,-0.9712
1772.0,GL,WI,RNH,New Richmond Municipal,New Richmond,GA,None,3.0,6.0,-0.5
1776.0,GL,ND,S25,Watford City Municipal,Watford City,GA,None,3.0,0.0,0.0
1786.0,GL,OH,USE,Fulton County,Wauseon,GA,None,3.0,0.0,0.0
1787.0,GL,IN,UWL,"New Castle - 
Henry County Municipal",New Castle,GA,None,3.0,0.0,0.0
1718.0,NE,ME,3B5,Twitchell,Turner,GA,None,3.0,0.0,0.0
1780.0,NE,MA,TAN,Taunton Municipal,Taunton,GA,None,3.0,0.0,0.0
1732.0,NM,WY,BYG,Johnson County,Buffalo,GA,None,3.0,0.0,0.0
1741.0,NM,UT,ENV,Wendover,Wendover,GA,None,3.0,0.0,0.0
1757.0,NM,OR,LGD,La Grande / Union County,La Grande,GA,None,3.0,74.0,-0.9595
1762.0,NM,WA,M94,Desert Aire,Mattawa,GA,None,3.0,0.0,0.0
1766.0,NM,OR,MMV,McMinnville Municipal,McMinnville,GA,None,3.0,52.0,-0.9423
1777.0,NM,ID,S80,Idaho County,Grangeville,GA,None,3.0,0.0,0.0
1717.0,SO,TN,1M5,Portland Municipal,Portland,GA,None,3.0,0.0,0.0
1721.0,SO,AL,4R3,Jackson Municipal,Jackson,GA,None,3.0,0.0,0.0
1725.0,SO,AL,7A2,Demopolis Municipal,Demopolis,GA,None,3.0,5.0,-0.4
1726.0,SO,AL,8A0,"The Albertville Municipal - 
Thomas J Brumlik Field",Albertville,GA,None,3.0,0.0,0.0
1727.0,SO,GA,ACJ,Souther Field,Americus,GA,None,3.0,0.0,0.0
1729.0,SO,GA,AJR,Habersham County,Cornelia,GA,None,3.0,2.0,0.5
1731.0,SO,TN,BGF,Winchester Municipal,Winchester,GA,None,3.0,0.0,0.0
1734.0,SO,KY,CEY,Kyle - Oakley Field,Murray,GA,None,3.0,3.0,0.0
1739.0,SO,TN,DKX,Knoxville Downtown Island,Knoxville,GA,None,3.0,0.0,0.0
1742.0,SO,GA,EZM,Heart of Georgia Regional,Eastman,GA,None,3.0,0.0,0.0
1744.0,SO,FL,FPR,St Lucie County International,Fort Pierce,GA,None,3.0,65.0,-0.9538
1751.0,SO,NC,IPJ,"Lincolnton - 
Lincoln County Regional",Lincolnton,GA,None,3.0,0.0,0.0
1759.0,SO,SC,LKR,"Lancaster County - 
Mc Whirter Field",Lancaster,GA,None,3.0,1.0,2.0
1765.0,SO,FL,MKY,Marco Island,Marco Island,GA,None,3.0,14.0,-0.7857
1783.0,SO,FL,TNT,"Dade - 
Collier Training and Transition",Miami,GA,None,3.0,13.0,-0.7692
1785.0,SO,NC,TTA,Sanford - Lee County Regional,Sanford,GA,None,3.0,6.0,-0.5
1789.0,SO,FL,X06,Arcadia Municipal,Arcadia,GA,None,3.0,0.0,0.0
1716.0,SW,TX,15F,Haskell Municipal,Haskell,GA,None,3.0,0.0,0.0
1719.0,SW,TX,3T1,Wood County,Mineola / Quitman,GA,None,3.0,0.0,0.0
1723.0,SW,TX,6R3,Cleveland Municipal,Cleveland,GA,None,3.0,0.0,0.0
1724.0,SW,TX,77F,Winters Municipal,Winters,GA,None,3.0,0.0,0.0
1738.0,SW,OK,CSM,Clinton - Sherman,Clinton,GA,None,3.0,0.0,0.0
1740.0,SW,TX,E19,Gruver Municipal,Gruver,GA,None,3.0,0.0,0.0
1743.0,SW,TX,F06,Marian Airpark,Wellington,GA,None,3.0,0.0,0.0
